p1_height,p2_height,p1_growth_days,p2_growth_days,p1_leaf_shape,p2_leaf_shape,p1_flower_color,p2_flower_color,p1_climate,p2_climate,p1_resistance,p2_resistance,p1_yield,p2_yield,same_family,target_height,target_growth_days,target_leaf_shape,target_flower_color,target_climate,target_resistance,target_yield_level
300,300,80,110,5,3,1,0,2,4,2,3,4,3,0,292.8,94.0,Linear,Yellow,Temperate,Very High,Very High
300,300,110,80,3,5,0,1,4,2,3,2,3,4,0,304.9,102.7,Linear,Yellow,Temperate,Very High,Very High
300,300,80,110,5,3,1,0,2,4,2,3,4,3,0,346.2,97.7,Intermediate,Yellow,Arid,Very High,Very High
300,300,110,80,3,5,0,1,4,2,3,2,3,4,0,304.0,98.4,Cordate,Yellow,Arid,Very High,Very High
300,250,80,90,5,3,1,2,2,5,2,3,4,1,0,286.4,87.6,Intermediate,Yellow,Semi-Arid,Very High,High
250,300,90,80,3,5,2,1,5,2,3,2,1,4,0,271.1,89.6,Linear,Yellow,Semi-Arid,Very High,High
300,250,80,90,5,3,1,2,2,5,2,3,4,1,0,248.3,81.5,Intermediate,Intermediate,Semi-Arid,Very High,High
250,300,90,80,3,5,2,1,5,2,3,2,1,4,0,301.9,83.8,Intermediate,Purple,Semi-Arid,Very High,High
300,250,80,90,5,3,1,2,2,5,2,3,4,1,0,269.8,89.2,Cordate,Purple,Temperate,Very High,High
250,300,90,80,3,5,2,1,5,2,3,2,1,4,0,258.6,84.3,Intermediate,Intermediate,Semi-Arid,Very High,High
300,250,80,90,5,3,1,2,2,5,2,3,4,1,0,270.2,91.7,Cordate,Intermediate,Temperate,Very High,High
250,300,90,80,3,5,2,1,5,2,3,2,1,4,0,265.3,87.1,Linear,Purple,Temperate,Very High,High
300,250,80,90,5,3,1,2,2,5,2,3,4,1,0,258.7,89.9,Intermediate,Intermediate,Temperate,Very High,High
250,300,90,80,3,5,2,1,5,2,3,2,1,4,0,272.5,82.9,Linear,Yellow,Semi-Arid,Very High,High
300,250,80,90,5,3,1,2,2,5,2,3,4,1,0,271.1,84.6,Cordate,Intermediate,Temperate,Very High,High
250,300,90,80,3,5,2,1,5,2,3,2,1,4,0,267.6,87.2,Cordate,Purple,Semi-Arid,Very High,High
300,250,80,90,5,3,1,2,2,5,2,3,4,1,0,287.0,77.3,Cordate,Intermediate,Semi-Arid,Very High,High
250,300,90,80,3,5,2,1,5,2,3,2,1,4,0,276.3,84.9,Intermediate,Intermediate,Temperate,Very High,High
300,250,80,90,5,3,1,2,2,5,2,3,4,1,0,255.9,92.0,Cordate,Yellow,Temperate,Very High,High
250,300,90,80,3,5,2,1,5,2,3,2,1,4,0,287.5,87.0,Intermediate,Yellow,Semi-Arid,Very High,High
300,100,80,65,5,7,1,1,2,0,2,2,4,3,0,204.6,74.3,Intermediate,Yellow,Tropical,High,Very High
100,300,65,80,7,5,1,1,0,2,2,2,3,4,0,209.3,75.5,Pinnate,Yellow,Tropical,High,Very High
300,100,80,65,5,7,1,1,2,0,2,2,4,3,0,193.4,70.8,Intermediate,Yellow,Temperate,High,Very High
100,300,65,80,7,5,1,1,0,2,2,2,3,4,0,193.8,75.8,Pinnate,Yellow,Temperate,High,Very High
300,100,80,65,5,7,1,1,2,0,2,2,4,3,0,195.7,73.7,Pinnate,Yellow,Temperate,High,Very High
100,300,65,80,7,5,1,1,0,2,2,2,3,4,0,181.9,76.2,Pinnate,Yellow,Temperate,High,Very High
300,100,80,65,5,7,1,1,2,0,2,2,4,3,0,214.5,72.4,Pinnate,Yellow,Temperate,High,Very High
100,300,65,80,7,5,1,1,0,2,2,2,3,4,0,205.0,77.4,Pinnate,Yellow,Tropical,High,Very High
300,100,80,65,5,7,1,1,2,0,2,2,4,3,0,217.9,77.5,Pinnate,Yellow,Temperate,High,Very High
100,300,65,80,7,5,1,1,0,2,2,2,3,4,0,203.4,73.3,Cordate,Yellow,Tropical,High,Very High
300,100,80,65,5,7,1,1,2,0,2,2,4,3,0,225.8,67.4,Intermediate,Yellow,Temperate,High,Very High
100,300,65,80,7,5,1,1,0,2,2,2,3,4,0,188.9,73.8,Cordate,Yellow,Temperate,High,Very High
300,100,80,65,5,7,1,1,2,0,2,2,4,3,0,212.7,74.2,Intermediate,Yellow,Temperate,High,Very High
100,300,65,80,7,5,1,1,0,2,2,2,3,4,0,189.1,69.9,Cordate,Yellow,Tropical,High,Very High
300,100,80,65,5,7,1,1,2,0,2,2,4,3,0,189.7,66.6,Cordate,Yellow,Temperate,High,Very High
100,300,65,80,7,5,1,1,0,2,2,2,3,4,0,198.8,77.1,Cordate,Yellow,Tropical,High,Very High
300,30,80,75,5,7,1,0,2,6,2,1,4,3,0,150.6,75.0,Intermediate,White,Temperate,Very High,Very High
30,300,75,80,7,5,0,1,6,2,1,2,3,4,0,172.9,71.4,Pinnate,White,Temperate,Very High,Very High
300,30,80,75,5,7,1,0,2,6,2,1,4,3,0,155.7,74.9,Cordate,Yellow,Cool Temperate,Very High,Very High
30,300,75,80,7,5,0,1,6,2,1,2,3,4,0,160.9,81.7,Cordate,Intermediate,Temperate,Very High,Very High
300,30,80,75,5,7,1,0,2,6,2,1,4,3,0,159.4,82.2,Intermediate,Intermediate,Temperate,Very High,Very High
30,300,75,80,7,5,0,1,6,2,1,2,3,4,0,170.6,84.4,Intermediate,White,Temperate,Very High,Very High
300,30,80,75,5,7,1,0,2,6,2,1,4,3,0,147.0,79.5,Pinnate,Yellow,Cool Temperate,Very High,Very High
30,300,75,80,7,5,0,1,6,2,1,2,3,4,0,170.8,82.9,Cordate,White,Temperate,Very High,Very High
300,30,80,75,5,7,1,0,2,6,2,1,4,3,0,164.2,81.6,Intermediate,White,Cool Temperate,Very High,Very High
30,300,75,80,7,5,0,1,6,2,1,2,3,4,0,155.7,76.7,Intermediate,White,Cool Temperate,Very High,Very High
300,30,80,75,5,7,1,0,2,6,2,1,4,3,0,156.7,81.5,Cordate,White,Cool Temperate,Very High,Very High
30,300,75,80,7,5,0,1,6,2,1,2,3,4,0,175.7,77.5,Intermediate,Intermediate,Temperate,Very High,Very High
300,30,80,75,5,7,1,0,2,6,2,1,4,3,0,162.4,72.5,Intermediate,Yellow,Cool Temperate,Very High,Very High
30,300,75,80,7,5,0,1,6,2,1,2,3,4,0,164.8,77.7,Intermediate,Yellow,Temperate,Very High,Very High
300,30,80,75,5,7,1,0,2,6,2,1,4,3,0,165.3,77.7,Cordate,Intermediate,Cool Temperate,Very High,Very High
30,300,75,80,7,5,0,1,6,2,1,2,3,4,0,164.6,76.5,Intermediate,White,Temperate,Very High,Very High
300,120,130,120,0,3,1,0,2,0,3,1,3,4,0,198.5,122.9,Intermediate,Intermediate,Temperate,Very High,Very High
120,300,120,130,3,0,0,1,0,2,1,3,4,3,0,214.4,130.5,Linear,Intermediate,Temperate,Very High,Very High
300,120,130,120,0,3,1,0,2,0,3,1,3,4,0,210.5,121.8,Intermediate,Yellow,Temperate,Very High,Very High
120,300,120,130,3,0,0,1,0,2,1,3,4,3,0,199.8,122.0,Ovate,Intermediate,Tropical,Very High,Very High
300,120,130,120,0,3,1,0,2,0,3,1,3,4,0,228.0,121.4,Ovate,White,Tropical,Very High,Very High
120,300,120,130,3,0,0,1,0,2,1,3,4,3,0,203.7,126.9,Linear,Intermediate,Tropical,Very High,Very High
300,120,130,120,0,3,1,0,2,0,3,1,3,4,0,202.6,112.3,Linear,Intermediate,Tropical,Very High,Very High
120,300,120,130,3,0,0,1,0,2,1,3,4,3,0,204.8,122.7,Intermediate,Intermediate,Temperate,Very High,Very High
300,120,130,120,0,3,1,0,2,0,3,1,3,4,0,200.5,130.0,Ovate,Intermediate,Tropical,Very High,Very High
120,300,120,130,3,0,0,1,0,2,1,3,4,3,0,205.0,128.6,Linear,Yellow,Temperate,Very High,Very High
300,120,130,120,0,3,1,0,2,0,3,1,3,4,0,221.6,130.8,Intermediate,Intermediate,Temperate,Very High,Very High
120,300,120,130,3,0,0,1,0,2,1,3,4,3,0,210.8,133.7,Intermediate,Intermediate,Temperate,Very High,Very High
300,120,130,120,0,3,1,0,2,0,3,1,3,4,0,220.2,124.6,Intermediate,Intermediate,Temperate,Very High,Very High
120,300,120,130,3,0,0,1,0,2,1,3,4,3,0,219.4,123.4,Intermediate,White,Tropical,Very High,Very High
300,120,130,120,0,3,1,0,2,0,3,1,3,4,0,200.1,135.6,Intermediate,Intermediate,Temperate,Very High,Very High
120,300,120,130,3,0,0,1,0,2,1,3,4,3,0,222.5,107.5,Intermediate,Intermediate,Temperate,Very High,Very High
300,100,130,110,0,3,1,0,2,0,3,2,3,3,0,185.5,125.7,Linear,Intermediate,Temperate,Very High,High
100,300,110,130,3,0,0,1,0,2,2,3,3,3,0,212.5,115.7,Intermediate,Intermediate,Temperate,Very High,High
300,100,130,110,0,3,1,0,2,0,3,2,3,3,0,196.8,111.6,Intermediate,White,Tropical,Very High,High
100,300,110,130,3,0,0,1,0,2,2,3,3,3,0,212.3,121.8,Intermediate,White,Temperate,Very High,High
300,100,130,110,0,3,1,0,2,0,3,2,3,3,0,189.0,113.3,Ovate,White,Temperate,Very High,High
100,300,110,130,3,0,0,1,0,2,2,3,3,3,0,205.2,117.9,Intermediate,White,Temperate,Very High,High
300,100,130,110,0,3,1,0,2,0,3,2,3,3,0,187.3,116.8,Ovate,Yellow,Temperate,Very High,High
100,300,110,130,3,0,0,1,0,2,2,3,3,3,0,189.1,119.8,Linear,Yellow,Temperate,Very High,High
300,100,130,110,0,3,1,0,2,0,3,2,3,3,0,194.0,122.5,Linear,White,Temperate,Very High,High
100,300,110,130,3,0,0,1,0,2,2,3,3,3,0,206.8,115.9,Intermediate,White,Temperate,Very High,High
300,100,130,110,0,3,1,0,2,0,3,2,3,3,0,197.0,121.8,Intermediate,Intermediate,Tropical,Very High,High
100,300,110,130,3,0,0,1,0,2,2,3,3,3,0,213.8,115.6,Ovate,White,Tropical,Very High,High
300,100,130,110,0,3,1,0,2,0,3,2,3,3,0,179.2,113.1,Linear,Intermediate,Tropical,Very High,High
100,300,110,130,3,0,0,1,0,2,2,3,3,3,0,185.8,129.4,Linear,Yellow,Temperate,Very High,High
300,100,130,110,0,3,1,0,2,0,3,2,3,3,0,199.8,112.6,Intermediate,Intermediate,Temperate,Very High,High
100,300,110,130,3,0,0,1,0,2,2,3,3,3,0,208.9,118.9,Intermediate,White,Tropical,Very High,High
300,90,130,100,0,3,1,0,2,2,3,1,3,4,0,172.7,110.1,Intermediate,Intermediate,Temperate,Very High,Very High
90,300,100,130,3,0,0,1,2,2,1,3,4,3,0,191.6,121.4,Intermediate,White,Temperate,Very High,Very High
300,90,130,100,0,3,1,0,2,2,3,1,3,4,0,174.9,110.5,Intermediate,White,Temperate,Very High,Very High
90,300,100,130,3,0,0,1,2,2,1,3,4,3,0,193.2,116.0,Intermediate,White,Temperate,Very High,Very High
300,90,130,100,0,3,1,0,2,2,3,1,3,4,0,188.6,113.8,Intermediate,Intermediate,Temperate,Very High,Very High
90,300,100,130,3,0,0,1,2,2,1,3,4,3,0,186.5,114.7,Linear,White,Temperate,Very High,Very High
300,90,130,100,0,3,1,0,2,2,3,1,3,4,0,200.6,121.7,Intermediate,Intermediate,Temperate,Very High,Very High
90,300,100,130,3,0,0,1,2,2,1,3,4,3,0,206.3,112.6,Linear,White,Temperate,Very High,Very High
300,90,130,100,0,3,1,0,2,2,3,1,3,4,0,197.6,115.3,Intermediate,White,Temperate,Very High,Very High
90,300,100,130,3,0,0,1,2,2,1,3,4,3,0,207.3,127.5,Ovate,Intermediate,Temperate,Very High,Very High
300,90,130,100,0,3,1,0,2,2,3,1,3,4,0,193.0,117.9,Ovate,Yellow,Temperate,Very High,Very High
90,300,100,130,3,0,0,1,2,2,1,3,4,3,0,188.2,113.7,Ovate,Intermediate,Temperate,Very High,Very High
300,90,130,100,0,3,1,0,2,2,3,1,3,4,0,201.6,113.8,Ovate,White,Temperate,Very High,Very High
90,300,100,130,3,0,0,1,2,2,1,3,4,3,0,214.5,118.4,Ovate,Intermediate,Temperate,Very High,Very High
300,90,130,100,0,3,1,0,2,2,3,1,3,4,0,199.5,119.9,Intermediate,White,Temperate,Very High,Very High
90,300,100,130,3,0,0,1,2,2,1,3,4,3,0,206.9,109.3,Linear,Intermediate,Temperate,Very High,Very High
300,100,130,110,0,3,1,0,2,3,3,2,3,3,0,207.4,123.4,Intermediate,Intermediate,Mediterranean,Very High,High
100,300,110,130,3,0,0,1,3,2,2,3,3,3,0,201.1,127.5,Linear,Yellow,Mediterranean,Very High,High
300,100,130,110,0,3,1,0,2,3,3,2,3,3,0,170.7,114.4,Linear,Yellow,Mediterranean,Very High,High
100,300,110,130,3,0,0,1,3,2,2,3,3,3,0,202.2,125.8,Ovate,White,Temperate,Very High,High
300,100,130,110,0,3,1,0,2,3,3,2,3,3,0,191.4,122.5,Intermediate,Intermediate,Mediterranean,Very High,High
100,300,110,130,3,0,0,1,3,2,2,3,3,3,0,195.7,112.4,Intermediate,Intermediate,Temperate,Very High,High
300,100,130,110,0,3,1,0,2,3,3,2,3,3,0,220.3,110.2,Intermediate,Intermediate,Mediterranean,Very High,High
100,300,110,130,3,0,0,1,3,2,2,3,3,3,0,186.8,128.4,Intermediate,Intermediate,Mediterranean,Very High,High
300,100,130,110,0,3,1,0,2,3,3,2,3,3,0,207.5,115.2,Intermediate,Yellow,Mediterranean,Very High,High
100,300,110,130,3,0,0,1,3,2,2,3,3,3,0,215.9,111.9,Intermediate,Intermediate,Mediterranean,Very High,High
300,100,130,110,0,3,1,0,2,3,3,2,3,3,0,218.1,118.4,Ovate,White,Temperate,Very High,High
100,300,110,130,3,0,0,1,3,2,2,3,3,3,0,211.8,114.3,Linear,Intermediate,Temperate,Very High,High
300,100,130,110,0,3,1,0,2,3,3,2,3,3,0,200.0,114.8,Ovate,Intermediate,Temperate,Very High,High
100,300,110,130,3,0,0,1,3,2,2,3,3,3,0,206.4,120.5,Linear,Intermediate,Temperate,Very High,High
300,100,130,110,0,3,1,0,2,3,3,2,3,3,0,190.8,123.1,Intermediate,Yellow,Temperate,Very High,High
100,300,110,130,3,0,0,1,3,2,2,3,3,3,0,204.4,121.5,Linear,Intermediate,Temperate,Very High,High
300,200,130,55,0,4,1,1,2,9,3,1,3,3,0,252.8,94.2,Ovate,Yellow,Tropical/Temperate,Very High,High
200,300,55,130,4,0,1,1,9,2,1,3,3,3,0,251.8,85.9,Ovate,Yellow,Tropical/Temperate,Very High,High
300,200,130,55,0,4,1,1,2,9,3,1,3,3,0,221.4,90.3,Intermediate,Yellow,Tropical/Temperate,Very High,High
200,300,55,130,4,0,1,1,9,2,1,3,3,3,0,244.9,85.6,Intermediate,Yellow,Tropical/Temperate,Very High,High
300,200,130,55,0,4,1,1,2,9,3,1,3,3,0,249.9,88.2,Palmate,Yellow,Tropical/Temperate,Very High,High
200,300,55,130,4,0,1,1,9,2,1,3,3,3,0,250.0,100.5,Intermediate,Yellow,Tropical/Temperate,Very High,High
300,200,130,55,0,4,1,1,2,9,3,1,3,3,0,258.4,89.9,Intermediate,Yellow,Temperate,Very High,High
200,300,55,130,4,0,1,1,9,2,1,3,3,3,0,237.6,91.8,Palmate,Yellow,Tropical/Temperate,Very High,High
300,200,130,55,0,4,1,1,2,9,3,1,3,3,0,261.9,95.9,Ovate,Yellow,Tropical/Temperate,Very High,High
200,300,55,130,4,0,1,1,9,2,1,3,3,3,0,236.2,91.0,Ovate,Yellow,Tropical/Temperate,Very High,High
300,200,130,55,0,4,1,1,2,9,3,1,3,3,0,248.2,84.0,Ovate,Yellow,Temperate,Very High,High
200,300,55,130,4,0,1,1,9,2,1,3,3,3,0,259.9,94.1,Intermediate,Yellow,Tropical/Temperate,Very High,High
300,200,130,55,0,4,1,1,2,9,3,1,3,3,0,250.4,91.3,Intermediate,Yellow,Tropical/Temperate,Very High,High
200,300,55,130,4,0,1,1,9,2,1,3,3,3,0,253.4,99.5,Intermediate,Yellow,Tropical/Temperate,Very High,High
300,200,130,55,0,4,1,1,2,9,3,1,3,3,0,243.7,95.8,Palmate,Yellow,Tropical/Temperate,Very High,High
200,300,55,130,4,0,1,1,9,2,1,3,3,3,0,257.2,94.9,Palmate,Yellow,Temperate,Very High,High
300,150,130,75,0,4,1,1,2,4,3,1,3,3,0,238.8,110.7,Intermediate,Yellow,Arid,Very High,High
150,300,75,130,4,0,1,1,4,2,1,3,3,3,0,233.3,93.8,Intermediate,Yellow,Temperate,Very High,High
300,150,130,75,0,4,1,1,2,4,3,1,3,3,0,222.8,111.9,Ovate,Yellow,Arid,Very High,High
150,300,75,130,4,0,1,1,4,2,1,3,3,3,0,223.1,104.7,Intermediate,Yellow,Temperate,Very High,High
300,150,130,75,0,4,1,1,2,4,3,1,3,3,0,209.1,98.5,Intermediate,Yellow,Temperate,Very High,High
150,300,75,130,4,0,1,1,4,2,1,3,3,3,0,227.0,105.6,Palmate,Yellow,Arid,Very High,High
300,150,130,75,0,4,1,1,2,4,3,1,3,3,0,213.8,114.6,Intermediate,Yellow,Temperate,Very High,High
150,300,75,130,4,0,1,1,4,2,1,3,3,3,0,232.2,102.9,Palmate,Yellow,Temperate,Very High,High
300,150,130,75,0,4,1,1,2,4,3,1,3,3,0,221.3,99.2,Intermediate,Yellow,Arid,Very High,High
150,300,75,130,4,0,1,1,4,2,1,3,3,3,0,222.1,113.2,Intermediate,Yellow,Temperate,Very High,High
300,150,130,75,0,4,1,1,2,4,3,1,3,3,0,223.8,106.5,Intermediate,Yellow,Temperate,Very High,High
150,300,75,130,4,0,1,1,4,2,1,3,3,3,0,228.9,101.1,Intermediate,Yellow,Arid,Very High,High
300,150,130,75,0,4,1,1,2,4,3,1,3,3,0,227.8,97.2,Palmate,Yellow,Arid,Very High,High
150,300,75,130,4,0,1,1,4,2,1,3,3,3,0,209.4,98.9,Ovate,Yellow,Arid,Very High,High
300,150,130,75,0,4,1,1,2,4,3,1,3,3,0,226.2,109.7,Intermediate,Yellow,Arid,Very High,High
150,300,75,130,4,0,1,1,4,2,1,3,3,3,0,235.0,105.2,Palmate,Yellow,Arid,Very High,High
300,60,130,60,0,0,1,0,2,2,3,1,3,3,0,167.6,92.7,Ovate,White,Temperate,Very High,High
60,300,60,130,0,0,0,1,2,2,1,3,3,3,0,188.7,95.3,Ovate,Intermediate,Temperate,Very High,High
300,60,130,60,0,0,1,0,2,2,3,1,3,3,0,177.0,94.3,Ovate,White,Temperate,Very High,High
60,300,60,130,0,0,0,1,2,2,1,3,3,3,0,194.4,92.8,Ovate,Intermediate,Temperate,Very High,High
300,60,130,60,0,0,1,0,2,2,3,1,3,3,0,175.3,87.6,Ovate,White,Temperate,Very High,High
60,300,60,130,0,0,0,1,2,2,1,3,3,3,0,181.6,97.6,Ovate,Intermediate,Temperate,Very High,High
300,60,130,60,0,0,1,0,2,2,3,1,3,3,0,187.6,98.6,Ovate,Intermediate,Temperate,Very High,High
60,300,60,130,0,0,0,1,2,2,1,3,3,3,0,181.6,91.2,Ovate,Intermediate,Temperate,Very High,High
300,60,130,60,0,0,1,0,2,2,3,1,3,3,0,170.8,98.0,Ovate,Intermediate,Temperate,Very High,High
60,300,60,130,0,0,0,1,2,2,1,3,3,3,0,178.7,101.7,Ovate,Intermediate,Temperate,Very High,High
300,60,130,60,0,0,1,0,2,2,3,1,3,3,0,182.1,92.0,Ovate,Intermediate,Temperate,Very High,High
60,300,60,130,0,0,0,1,2,2,1,3,3,3,0,167.2,86.0,Ovate,Intermediate,Temperate,Very High,High
300,60,130,60,0,0,1,0,2,2,3,1,3,3,0,170.7,93.4,Ovate,White,Temperate,Very High,High
60,300,60,130,0,0,0,1,2,2,1,3,3,3,0,188.3,99.0,Ovate,White,Temperate,Very High,High
300,60,130,60,0,0,1,0,2,2,3,1,3,3,0,169.2,89.1,Ovate,Intermediate,Temperate,Very High,High
60,300,60,130,0,0,0,1,2,2,1,3,3,3,0,186.8,101.6,Ovate,White,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,247.4,96.6,Ovate,White,Tropical,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,225.0,104.7,Ovate,Intermediate,Tropical,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,238.0,98.3,Ovate,White,Tropical,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,243.0,110.0,Ovate,White,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,256.7,107.1,Ovate,Intermediate,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,236.7,102.1,Ovate,Intermediate,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,231.2,114.1,Ovate,Intermediate,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,233.3,108.2,Ovate,Yellow,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,230.3,100.1,Ovate,Yellow,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,229.1,99.0,Ovate,White,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,257.3,111.1,Ovate,Intermediate,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,254.3,99.8,Ovate,Yellow,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,238.2,108.5,Ovate,Intermediate,Tropical,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,247.9,100.4,Ovate,White,Tropical,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,250.5,103.7,Ovate,Yellow,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,223.3,103.6,Ovate,White,Tropical,Very High,High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,216.0,115.2,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,191.0,117.4,Ovate,Intermediate,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,203.4,117.5,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,207.0,119.4,Ovate,Intermediate,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,192.1,108.1,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,186.7,124.4,Ovate,Intermediate,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,223.4,117.6,Ovate,Purple,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,194.3,116.6,Ovate,Purple,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,207.1,121.0,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,194.9,101.4,Ovate,Intermediate,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,224.4,115.5,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,203.9,111.5,Ovate,Yellow,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,194.2,113.8,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,183.0,125.7,Ovate,Purple,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,205.1,116.0,Ovate,Yellow,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,196.3,103.2,Ovate,Intermediate,Temperate,Very High,Very High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,168.8,124.5,Intermediate,Yellow,Temperate,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,178.5,134.3,Ovate,Yellow,Temperate,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,179.8,121.2,Compound,Yellow,Temperate,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,177.4,127.9,Ovate,Yellow,Tropical/Subtropical,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,174.3,130.6,Intermediate,Yellow,Temperate,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,183.2,115.4,Ovate,Yellow,Temperate,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,182.7,122.3,Ovate,Yellow,Temperate,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,149.2,127.2,Ovate,Yellow,Temperate,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,185.1,130.6,Ovate,Yellow,Tropical/Subtropical,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,179.2,137.2,Ovate,Yellow,Tropical/Subtropical,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,185.0,135.9,Intermediate,Yellow,Tropical/Subtropical,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,182.0,137.2,Ovate,Yellow,Temperate,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,189.5,134.5,Compound,Yellow,Tropical/Subtropical,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,172.5,138.9,Compound,Yellow,Temperate,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,157.4,135.4,Intermediate,Yellow,Tropical/Subtropical,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,174.4,132.1,Compound,Yellow,Temperate,Very High,High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,183.8,122.4,Ovate,Yellow,Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,173.0,118.0,Ovate,Intermediate,Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,161.5,106.5,Intermediate,Intermediate,Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,162.5,103.1,Intermediate,Yellow,Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,183.2,112.4,Intermediate,Intermediate,Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,185.9,112.9,Ovate,Yellow,Cool Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,175.4,117.3,Intermediate,White,Cool Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,173.8,112.8,Pinnate,Intermediate,Cool Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,201.7,97.4,Ovate,White,Cool Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,175.3,125.1,Intermediate,Intermediate,Cool Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,166.9,114.2,Pinnate,Intermediate,Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,178.5,106.5,Intermediate,White,Cool Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,167.8,104.6,Pinnate,Intermediate,Cool Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,169.5,115.4,Intermediate,Intermediate,Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,169.3,107.3,Pinnate,Intermediate,Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,169.3,115.6,Intermediate,White,Temperate,Very High,Very High
